Voter_ID,First_Name,Last_Name,DOB,Gender,Address,Pincode,Registration_Year,Last_Voted_Year,Masked_Aadhaar
HRWJP7479936,Vansha,Butala,20-08-1948,Male,"521, Krish Path, Ville Ganguly Nagar, Chinsurah, Tripura",649368,2019,2024,XXXX-XXXX-3375
MHJVR2125271,Bhavika,Sahni,26-03-1956,Male,"143, Chaudhary Street, Ville Kala Nagar, Bharatpur, Odisha",622131,2024,2024,XXXX-XXXX-8321
DLFTM0735736,Samarth,Mahajan,24-04-1936,Female,"767, Anne Marg, Ville Sachdev Nagar, Alwar, Uttarakhand",617780,1992,1999,XXXX-XXXX-5619
KLRII8081825,Girindra,Samra,20-05-1944,Male,"773, Ram Chowk, Ville Chandra Nagar, Ramagundam, Haryana",283471,1995,2024,XXXX-XXXX-9107
MPVLH1712497,Qarin,Bhargava,02-06-1965,Female,"362, Bandi Circle, Ville Bava Nagar, Haridwar, Chhattisgarh",541972,2014,2014,XXXX-XXXX-9866
DLRPY5604622,Oscar,Bassi,18-11-1937,Female,"866, Ravi Street, Ville Bava Nagar, Phagwara, Tamil Nadu",663386,1965,2004,XXXX-XXXX-0220
PBXHP3278958,Ekalinga,Shroff,12-01-1888,Female,"309, Viswanathan, Ville Sha Nagar, Kurnool, West Bengal",827816,1987,2004,XXXX-XXXX-4123
MHPYH0216025,Gaurang,Dhawan,13-04-1974,Male,"443, Uppal Path, Ville Basu Nagar, Kavali, Rajasthan",434825,2006,2024,XXXX-XXXX-0464
KAYPI8774395,Jalsa,Pandey,27-04-1937,Other,"152, Bath, Ville Karnik Nagar, Ichalkaranji, Tripura",118267,1964,2004,XXXX-XXXX-8920
TNINI1727769,Tanay,Mistry,28-06-1945,Female,"79, Narang, Ville Doshi Nagar, Ahmedabad, Bihar",690214,1987,2024,XXXX-XXXX-3514
ORDNI6983165,Leela,Kari,31-05-1949,Female,"469, Nigam, Ville Barman Nagar, Tirunelveli, Uttarakhand",879617,2021,2024,XXXX-XXXX-5485
WBLAH6053196,Shravya,Kohli,19-10-1944,Male,"385, Chana Ganj, Ville Setty Nagar, Rourkela, Himachal Pradesh",319044,1994,Never Voted,XXXX-XXXX-1587
WBHQE2310817,Pranit,Dugar,16-04-1961,Other,"596, Sathe Marg, Ville Rai Nagar, Motihari, Himachal Pradesh",443700,2011,Never Voted,XXXX-XXXX-0483
DLAPK9108173,Dalbir,Karan,12-08-1976,Female,"744, Keer Circle, Ville Swaminathan Nagar, Jalgaon, Maharashtra",265059,2004,Never Voted,XXXX-XXXX-4295
GJLEN7349153,Siddharth,Halder,06-02-1878,Male,"759, Khatri Path, Ville Bobal Nagar, Sambhal, Gujarat",839299,1974,2014,XXXX-XXXX-5342
DLWHF6028855,Gaurika,Kapur,18-04-1968,Female,"860, Tella Street, Ville Borah Nagar, Jamalpur, Sikkim",144320,1986,1999,XXXX-XXXX-7311
APGDH2527193,Jagat,Saran,08-07-1952,Male,"772, Kalla Street, Ville Gole Nagar, Phagwara, Chhattisgarh",849215,2018,2024,XXXX-XXXX-1349
UPGMW9373673,Irya,Bora,13-01-1885,Female,"346, Arya Street, Ville Mallick Nagar, Amravati, Karnataka",321832,2013,2024,XXXX-XXXX-2625
HROXM9854027,Radhika,Ramanathan,07-10-1946,Female,"819, Chana Street, Ville Dugar Nagar, Shivpuri, Jharkhand",479632,1967,2019,XXXX-XXXX-3303
TNFJW5853176,Yashasvi,Morar,07-06-1966,Female,"542, Kapadia Circle, Ville Mistry Nagar, Ghaziabad, West Bengal",588001,2020,2024,XXXX-XXXX-0297
TNUQW8891652,Panini,Kari,06-03-1979,Male,"144, Kala Marg, Ville Parmer Nagar, Durgapur, Mizoram",549302,2018,2024,XXXX-XXXX-1156
UPKLS4000313,Aryan,Thakur,30-09-1936,Male,"292, Mukhopadhyay Zila, Ville Krish Nagar, Panvel, Arunachal Pradesh",509439,1981,2009,XXXX-XXXX-6703
KABNA3465901,Urvi,Bandi,19-01-1945,Male,"537, Sarin Road, Ville Bhavsar Nagar, Chandigarh, Himachal Pradesh",209438,1994,2009,XXXX-XXXX-4390
DLZED2636558,Madhav,Bhatt,19-04-1949,Male,"542, Shere, Ville Ratti Nagar, Singrauli, Gujarat",387267,1982,2024,XXXX-XXXX-2751
APECG9903076,Kala,Pathak,03-10-1980,Male,"433, Sanghvi Road, Ville Datta Nagar, Muzaffarnagar, Tripura",476975,2020,2024,XXXX-XXXX-3046
KLIPB9074929,Chandran,Bhatnagar,15-03-2007,Female,"264, Kanda Marg, Ville Rout Nagar, Meerut, Manipur",668793,2026,Never Voted,XXXX-XXXX-4928
UPIAF5698466,Gavin,Ramaswamy,03-02-2000,Male,"378, Badal Street, Ville Goyal Nagar, Pondicherry, Telangana",111608,2023,Never Voted,XXXX-XXXX-7617
HRBYJ3198081,Pushti,Ramachandran,06-07-1940,Male,"292, Kala Nagar, Ville Mallick Nagar, Gangtok, Bihar",314483,1994,2024,XXXX-XXXX-6168
MPBSS8818266,Gaurangi,Bala,09-11-1939,Male,"402, Sastry Ganj, Ville Mammen Nagar, Ongole, Mizoram",825505,1989,1999,XXXX-XXXX-7652
MHOVN0636478,Leena,Pant,13-10-1938,Male,"984, Grewal Ganj, Ville Amble Nagar, Patiala, Tamil Nadu",798636,1969,2009,XXXX-XXXX-3806
GJDBF8372075,Oni,Krishnamurthy,03-09-1936,Female,"172, Chacko Path, Ville Chaudhuri Nagar, Latur, Odisha",802594,1973,2024,XXXX-XXXX-0166
APLXO3032635,Ishani,Patil,08-07-1990,Female,"914, Bhagat Ganj, Ville Nagi Nagar, Agra, Gujarat",239374,2025,Never Voted,XXXX-XXXX-7319
KAABW1917233,Prisha,Nadig,13-01-1955,Female,"494, Vora Road, Ville Dayal Nagar, Saharsa, Telangana",749667,1988,1999,XXXX-XXXX-3786
KLCGD6502192,Jason,Dhillon,16-07-1957,Male,"620, Palla, Ville Merchant Nagar, Gaya, Tamil Nadu",452190,2023,2024,XXXX-XXXX-0903
DLWZD0881954,Ladli,Mukhopadhyay,10-08-1980,Female,"400, Chawla Road, Ville De Nagar, Hapur, Odisha",141277,2008,2024,XXXX-XXXX-4577
TNBGP5340375,Triya,Bala,25-07-1946,Male,"711, Bala Circle, Ville Chakrabarti Nagar, Srikakulam, Jharkhand",179614,1968,2019,XXXX-XXXX-4613
PBRDD8904443,Ganga,Ram,28-02-1983,Male,"998, Jaggi Street, Ville Menon Nagar, Ambarnath, Rajasthan",362395,2003,2014,XXXX-XXXX-2302
APQVQ3552090,Champak,Som,26-07-1959,Female,"589, Thakkar Marg, Ville Dhillon Nagar, Anand, Mizoram",791306,2012,2019,XXXX-XXXX-7233
BRHYD6581731,Edhitha,Sampath,30-12-1939,Female,"752, Koshy Chowk, Ville Dhillon Nagar, Fatehpur, Tamil Nadu",833373,1995,2009,XXXX-XXXX-3364
BRQBO4220344,Ubika,Dube,16-11-1954,Male,"799, Gera Marg, Ville Gole Nagar, Chinsurah, Madhya Pradesh",846820,1992,2014,XXXX-XXXX-7192
MHTJA9192516,Yashoda,Gola,08-10-1988,Female,"317, Borra Marg, Ville Bala Nagar, Ratlam, Madhya Pradesh",439340,2012,Never Voted,XXXX-XXXX-7804
DLOGD3659786,Yuvraj,Manne,24-05-2002,Female,"46, Setty Marg, Ville Choudhry Nagar, Delhi, Mizoram",244394,2026,Never Voted,XXXX-XXXX-9462
MHKQG0688139,Finn,Tella,23-04-1972,Female,"735, Parsa Zila, Ville Keer Nagar, Delhi, West Bengal",405713,1998,1999,XXXX-XXXX-1888
PBUDL4451522,Yashvi,Bab,15-08-1954,Male,"107, Wason Nagar, Ville Mane Nagar, Hosur, Rajasthan",200907,2023,2024,XXXX-XXXX-9804
WBKUP8200123,Aditya,Chakraborty,11-08-1909,Male,"527, Kapoor Nagar, Ville Dewan Nagar, Amroha, Sikkim",201790,2008,2009,XXXX-XXXX-0298
BRQEZ5306743,Veda,Tank,20-08-1948,Male,"818, Kala Chowk, Ville De Nagar, Thanjavur, Nagaland",723954,1968,2024,XXXX-XXXX-5520
WBAEQ2288455,Ronith,Sehgal,20-10-1995,Male,"176, Prakash Circle, Ville Sridhar Nagar, Udaipur, Odisha",224589,2019,2024,XXXX-XXXX-1721
BRNFI7088293,Wahab,Sankaran,21-10-1973,Female,"769, Ramesh, Ville Raja Nagar, Eluru, Maharashtra",678042,1999,1999,XXXX-XXXX-6362
UPRMB4013908,Ranbir,Kunda,15-01-1960,Female,"601, Palla Nagar, Ville Mahal Nagar, Imphal, Arunachal Pradesh",646030,2018,2024,XXXX-XXXX-7918
MPMKD7904739,Owen,Dora,21-01-1941,Male,"533, Pingle Chowk, Ville Lal Nagar, Shivpuri, Goa",436968,2011,2024,XXXX-XXXX-5650
MPFSZ9708430,Avni,Maharaj,08-11-2006,Female,"910, Arora Nagar, Ville Dugal Nagar, Bhiwandi, Rajasthan",637413,2025,Never Voted,XXXX-XXXX-8275
GJPGY4452032,Pallavi,Devi,20-11-1959,Female,"685, Choudhry Ganj, Ville Sodhi Nagar, Tiruchirappalli, Chhattisgarh",518361,2005,2019,XXXX-XXXX-9917
GJBWV6921524,Ekapad,Bora,13-12-1961,Male,"562, Yohannan Marg, Ville Dani Nagar, Aizawl, Madhya Pradesh",736360,2023,2024,XXXX-XXXX-4429
PBVYH4863100,Janaki,Pathak,31-05-1946,Male,"941, Mitter Nagar, Ville Kumar Nagar, Vadodara, Manipur",641345,1986,1999,XXXX-XXXX-2762
HRFQZ1857323,Hemal,Deshmukh,13-05-1999,Female,"176, Bose Marg, Ville Dasgupta Nagar, Haridwar, Tamil Nadu",303444,2024,2024,XXXX-XXXX-0116
RJAPC1150633,Ojas,Sachdev,18-10-1973,Female,"890, Radhakrishnan Chowk, Ville Prashad Nagar, Nangloi Jat, Uttar Pradesh",420929,2000,2009,XXXX-XXXX-7158
UPGQN5994519,Tanish,Gour,11-04-1998,Female,"806, Sidhu Path, Ville Sharma Nagar, Thoothukudi, Gujarat",852429,2025,Never Voted,XXXX-XXXX-3687
MHZLF7124202,Advay,Bora,02-01-2006,Male,"319, Kala Chowk, Ville Munshi Nagar, Bikaner, Madhya Pradesh",226158,2024,2024,XXXX-XXXX-8387
KLFXW0409931,Prisha,Bhagat,26-01-1887,Female,"412, Saini Ganj, Ville Zacharia Nagar, Nandyal, Mizoram",861300,2001,Never Voted,XXXX-XXXX-0562
HRWQA2719859,Aayush,Mukhopadhyay,11-02-1966,Female,"536, Chahal Nagar, Ville Sibal Nagar, Kota, Mizoram",557842,1994,2004,XXXX-XXXX-4638
PBRTE2587911,Jackson,Aurora,18-07-1956,Male,"172, Karpe Street, Ville Agate Nagar, Rajkot, Tamil Nadu",648946,1974,1999,XXXX-XXXX-0185
UPKXM0474645,Ethan,Wali,14-06-1969,Male,"147, Panchal Zila, Ville Zachariah Nagar, Ujjain, Gujarat",362264,2026,Never Voted,XXXX-XXXX-1920
APMFU4792317,Pavani,Narain,06-08-1958,Male,"53, Sachar Marg, Ville Aggarwal Nagar, Kottayam, Nagaland",207229,1993,2019,XXXX-XXXX-5811
KLAPZ3144651,Tara,Kunda,04-08-1981,Female,"191, Aggarwal Chowk, Ville Kannan Nagar, Hubli–Dharwad, Arunachal Pradesh",472745,2002,2014,XXXX-XXXX-2041
DLLOA6331702,Aarna,Rajan,27-01-1978,Female,"712, Lad Ganj, Ville Ghose Nagar, Sangli-Miraj & Kupwad, Bihar",660110,2012,2019,XXXX-XXXX-0111
BRHIT9616187,Ishani,Sagar,27-07-1960,Male,"20, More Chowk, Ville Kalla Nagar, Dhule, Goa",557060,1986,2019,XXXX-XXXX-5560
MHHIO0069055,Charles,Randhawa,12-05-1957,Female,"782, Kaur Road, Ville Chand Nagar, Mumbai, Gujarat",334062,2006,2009,XXXX-XXXX-9397
RJUWC5378552,Om,Naik,13-02-1967,Male,"320, Mann Road, Ville Varkey Nagar, Bhavnagar, Tripura",671075,2026,Never Voted,XXXX-XXXX-2779
ORBCJ5420116,Gauri,Issac,19-04-1990,Male,"529, Rau Ganj, Ville Sarraf Nagar, Junagadh, Madhya Pradesh",704141,2024,2024,XXXX-XXXX-8357
PBEBN5404273,Pallavi,Sarraf,08-12-1961,Female,"104, Saha Chowk, Ville Dhawan Nagar, Shivpuri, Tamil Nadu",111836,2011,2014,XXXX-XXXX-2818
HRJKO2511308,Veda,Issac,28-03-1989,Male,"631, Mody Street, Ville Lalla Nagar, Tirunelveli, Odisha",486401,2020,2024,XXXX-XXXX-0090
APMGH8339652,Atharv,Dhaliwal,13-11-2007,Male,"33, Bhagat Chowk, Ville Dasgupta Nagar, Srikakulam, Goa",686479,2026,Never Voted,XXXX-XXXX-2062
RJLKW7841053,Ronith,Kade,28-04-1943,Male,"136, Doshi Street, Ville Sampath Nagar, Tiruppur, Odisha",110120,1966,2009,XXXX-XXXX-5042
APNOV5630105,Robert,Datta,08-10-1940,Female,"230, Karnik Path, Ville Krish Nagar, Phusro, Meghalaya",272446,2016,2019,XXXX-XXXX-4914
WBNUL1352099,Lohit,Mallick,05-05-1952,Male,"971, Dass Road, Ville Chander Nagar, Ambattur, Tripura",197205,2026,Never Voted,XXXX-XXXX-8578
TNZTI1343008,Samarth,Bala,30-12-1975,Male,"812, Chanda Road, Ville Venkatesh Nagar, Proddatur, Chhattisgarh",290249,2025,Never Voted,XXXX-XXXX-0421
HRHID9209192,Zaitra,Morar,01-08-1944,Female,"362, Bhatia Marg, Ville Mani Nagar, Singrauli, Telangana",785333,1974,2024,XXXX-XXXX-5752
PBYAP8061857,Jeremiah,Misra,16-05-1968,Female,"874, Dixit Street, Ville Natarajan Nagar, Delhi, Gujarat",852152,1989,2024,XXXX-XXXX-1373
PBXJW3520639,Radhika,Tailor,28-07-1960,Male,"59, Sabharwal Zila, Ville Sha Nagar, Berhampore, Manipur",587185,2009,2014,XXXX-XXXX-2886
GJCOZ1608837,Krish,Shetty,04-03-1941,Male,"601, Uppal Circle, Ville Ranganathan Nagar, Ambala, Andhra Pradesh",659486,2015,2024,XXXX-XXXX-0857
KABWE8308927,Yashawini,Gandhi,03-02-1991,Female,"629, Kara Chowk, Ville Subramanian Nagar, Raiganj, Chhattisgarh",227981,2012,2019,XXXX-XXXX-3407
ORECO7280623,Reva,Bansal,11-10-1964,Male,"645, Hegde Chowk, Ville Varghese Nagar, Farrukhabad, Himachal Pradesh",449939,1983,2019,XXXX-XXXX-5406
KAPRA5012585,Yashoda,Chaudhary,24-12-1972,Male,"260, Sundaram Path, Ville Grewal Nagar, Orai, Manipur",264921,1996,Never Voted,XXXX-XXXX-2311
RJSOU2254344,Saksham,Dasgupta,15-05-1966,Female,"991, Zacharia, Ville Sathe Nagar, Warangal, Haryana",150152,2015,2024,XXXX-XXXX-1897
KASKM1308405,Warda,Rastogi,24-09-1951,Female,"472, Loyal Street, Ville Trivedi Nagar, Karaikudi, Gujarat",578905,1984,2024,XXXX-XXXX-7581
MPCNN1086243,Zaitra,Pillay,03-12-2002,Female,"240, Anne Circle, Ville Cheema Nagar, Aurangabad, Manipur",199797,2024,Never Voted,XXXX-XXXX-9990
MPLDJ3627226,Hemani,Bhat,20-09-2000,Female,"144, Vyas Nagar, Ville Date Nagar, Karnal, Assam",892017,2021,Never Voted,XXXX-XXXX-4409
PBQIX0305506,Brinda,Varty,18-07-1941,Female,"330, Chaudhary Ganj, Ville Hans Nagar, Yamunanagar, Madhya Pradesh",153190,1968,Never Voted,XXXX-XXXX-8936
APNFB8634498,Yochana,Narain,14-09-2007,Male,"484, Virk Chowk, Ville Bhatnagar Nagar, Gulbarga, Manipur",344301,2025,Never Voted,XXXX-XXXX-6207
PBRFF2113790,Damini,Khurana,23-07-1981,Female,"748, Mitter Marg, Ville Char Nagar, Nagpur, Andhra Pradesh",420726,2000,2019,XXXX-XXXX-1267
DLHAQ6078404,Warinder,Shah,01-03-1939,Male,"735, Sangha Nagar, Ville Dhingra Nagar, Faridabad, Andhra Pradesh",293981,1975,2014,XXXX-XXXX-8344
WBLES0361981,Yatan,Prabhakar,15-11-1969,Male,"642, Yohannan Ganj, Ville Desai Nagar, Bihar Sharif, Uttarakhand",401001,1990,2014,XXXX-XXXX-6924
HRTEB8599037,Anya,Prakash,17-02-1961,Female,"371, Devan Road, Ville Jha Nagar, Morena, Sikkim",629386,1986,2004,XXXX-XXXX-7928
APOYK2338230,Mohini,Acharya,14-12-1958,Female,"372, Oommen Road, Ville Patel Nagar, Jammu, Goa",566128,2006,2024,XXXX-XXXX-5064
WBJBW3424981,Dominic,Kumer,24-12-1945,Female,"112, Kohli Marg, Ville Puri Nagar, Ahmednagar, Odisha",549322,1976,2024,XXXX-XXXX-0676
HRHIZ8970776,Januja,Upadhyay,29-07-1903,Male,"217, Deep Nagar, Ville Narula Nagar, Gurgaon, Telangana",725933,1973,2019,XXXX-XXXX-9280
MPRKJ1190373,Ira,Barman,04-05-1941,Female,"569, Kade Circle, Ville Pall Nagar, Thiruvananthapuram, West Bengal",353187,2016,2024,XXXX-XXXX-4727
ORZXW4992250,Bakhshi,Date,31-05-1979,Male,"490, Keer Zila, Ville Pathak Nagar, Tezpur, Arunachal Pradesh",153619,2008,2009,XXXX-XXXX-6460
OROFQ9258218,Sanya,Sandhu,01-12-1948,Male,"442, Kulkarni Marg, Ville Balan Nagar, Jamshedpur, Nagaland",776633,1974,2014,XXXX-XXXX-8501
PBBTF8734650,Lila,Gour,22-01-1974,Male,"439, Roy Street, Ville Apte Nagar, Erode, Madhya Pradesh",197040,1993,2009,XXXX-XXXX-0517
UPHGS5763490,Frederick,Gade,27-11-1969,Male,"131, Singh Chowk, Ville Buch Nagar, Warangal, Uttar Pradesh",420870,1998,2024,XXXX-XXXX-4341
MHMMI3868859,Zansi,Nori,15-01-1984,Female,"472, Sant, Ville Salvi Nagar, Saharsa, Uttar Pradesh",205982,2010,2014,XXXX-XXXX-0948
HRYTZ6540582,Mekhala,Mand,12-07-1977,Female,"381, Murty Chowk, Ville Kohli Nagar, Burhanpur, Madhya Pradesh",515257,2000,2009,XXXX-XXXX-8703
RJYUO9193123,Wridesh,Shenoy,04-10-1957,Female,"876, Lad, Ville Gandhi Nagar, Satara, Goa",288437,2025,Never Voted,XXXX-XXXX-3259
ORNMR4936190,Tristan,Basu,29-07-1976,Male,"856, Edwin Ganj, Ville Mishra Nagar, Rewa, Himachal Pradesh",180146,2012,2014,XXXX-XXXX-4559
MPTRA1403480,Dominic,Rau,06-07-1945,Female,"995, Behl Marg, Ville Lata Nagar, Jamalpur, Sikkim",142868,2007,2009,XXXX-XXXX-0734
KLGPQ3883379,Qasim,Bal,29-08-1946,Female,"350, Loke, Ville Kata Nagar, Indore, Kerala",320135,2010,2019,XXXX-XXXX-3082
TNSIP5108436,Shaurya,Chopra,17-05-1962,Female,"982, Khurana Circle, Ville Mohanty Nagar, Tirunelveli, Telangana",380223,1985,2009,XXXX-XXXX-6662
BROMF7108764,Chandran,Buch,06-06-1945,Female,"800, Majumdar Zila, Ville Arya Nagar, Bihar Sharif, Meghalaya",758064,2012,2014,XXXX-XXXX-6468
DLDWQ3093010,Gautam,More,17-04-1952,Male,"144, Pal Street, Ville Randhawa Nagar, Jaunpur, Andhra Pradesh",176358,2013,2024,XXXX-XXXX-0516
HRATG0076429,Hema,Setty,14-03-1993,Male,"250, Biswas, Ville Radhakrishnan Nagar, Mira-Bhayandar, Bihar",803067,2012,2019,XXXX-XXXX-8157
MPAUI8547980,Darsh,Magar,01-02-1993,Male,"144, Bhatt Ganj, Ville Ravi Nagar, Danapur, Karnataka",588243,2015,2019,XXXX-XXXX-0352
UPGWA2349407,Chandani,Vasa,24-12-1959,Male,"502, Khosla Path, Ville Balan Nagar, Bhalswa Jahangir Pur, Kerala",779634,1992,2014,XXXX-XXXX-2439
BRDNH0789033,Jhalak,Soni,13-05-1962,Male,"272, Palla Nagar, Ville Deshpande Nagar, Bareilly, Punjab",134136,2000,2009,XXXX-XXXX-6745
KLOLJ7913305,Fiyaz,Sule,14-02-1910,Female,"812, Khalsa Path, Ville Bala Nagar, Jamshedpur, Rajasthan",511083,1970,2024,XXXX-XXXX-3199
KLCPS5935563,Hemang,Memon,24-04-1999,Female,"495, Deshpande Path, Ville Mammen Nagar, Sri Ganganagar, Punjab",109718,2025,Never Voted,XXXX-XXXX-4095
ORGGH3155149,Radhika,Salvi,28-11-1888,Male,"651, Ravel Nagar, Ville Basu Nagar, Bilaspur, Madhya Pradesh",870104,1985,2004,XXXX-XXXX-5575
APMMI6200851,Oni,Deo,12-10-1940,Female,"60, Sachdev Chowk, Ville Atwal Nagar, Dharmavaram, Meghalaya",592815,1967,Never Voted,XXXX-XXXX-7423
APQGO8964374,Kavya,Dass,25-01-1986,Female,"269, Keer Chowk, Ville Chaudry Nagar, Ratlam, Maharashtra",377177,2014,2024,XXXX-XXXX-0127
BRAPZ8999182,Ishita,Rau,27-04-1976,Male,"302, Mital Nagar, Ville Rama Nagar, Dhule, Jharkhand",766531,2007,Never Voted,XXXX-XXXX-2249
ORRJU4009012,Haarshil,Dasgupta,14-06-1994,Male,"637, Luthra Nagar, Ville Misra Nagar, Tumkur, Madhya Pradesh",160890,2021,Never Voted,XXXX-XXXX-7659
ORDIQ9252844,Mekhala,Acharya,18-09-1966,Female,"524, Mane Nagar, Ville Vasa Nagar, Barasat, Andhra Pradesh",231354,2020,2024,XXXX-XXXX-9970
GJMTN4824065,Lavanya,Singh,24-04-2002,Male,"406, Datta Zila, Ville Lad Nagar, Kolkata, Maharashtra",711351,2025,Never Voted,XXXX-XXXX-7264
WBZFK6154614,Arin,Misra,24-04-1959,Female,"36, Samra Chowk, Ville Karpe Nagar, Jaunpur, Kerala",207704,1993,2024,XXXX-XXXX-6003
ORSQI8104038,Varenya,Magar,04-07-1985,Male,"901, Memon Circle, Ville Nagarajan Nagar, Agartala, West Bengal",550876,2015,2024,XXXX-XXXX-8276
UPIOE7384296,Matthew,Raman,30-08-1938,Male,"974, Pillay Marg, Ville Walla Nagar, Tirunelveli, Punjab",479764,1958,1999,XXXX-XXXX-4747
WBWBM6918156,Yadavi,Mishra,07-01-1993,Male,"69, Zachariah Street, Ville Memon Nagar, North Dumdum, Uttarakhand",289614,2017,2024,XXXX-XXXX-5426
MPPMV4306991,Aayush,Salvi,09-04-1973,Male,"280, Ghose Street, Ville Arora Nagar, Maheshtala, Kerala",482230,1996,2014,XXXX-XXXX-3028
PBPJC6306771,Patrick,Dora,19-07-1994,Male,"655, Sundaram Nagar, Ville Chada Nagar, Aurangabad, Sikkim",249271,2013,2019,XXXX-XXXX-9164
BRWFZ4875829,Krishna,Bera,13-09-1983,Female,"108, Gole Circle, Ville Date Nagar, Dhanbad, Mizoram",764416,2007,2024,XXXX-XXXX-0810
MHLSJ5875210,Teerth,Bhavsar,11-05-1988,Female,"71, Agrawal Road, Ville Buch Nagar, Shivpuri, Arunachal Pradesh",135267,2016,2024,XXXX-XXXX-2079
DLENK5299739,Sai,Agate,11-05-1978,Male,"296, Hayre Path, Ville Nigam Nagar, Ajmer, Maharashtra",697894,2001,2009,XXXX-XXXX-4935
GJFXI7668757,Anita,Walla,06-06-1948,Female,"256, Hans Ganj, Ville Saha Nagar, Panvel, Madhya Pradesh",821840,1986,2009,XXXX-XXXX-0674
PBRNP1203785,Jagat,Garg,27-05-2007,Female,"272, Bath Ganj, Ville Manne Nagar, Siliguri, Himachal Pradesh",539446,2025,Never Voted,XXXX-XXXX-3311
BRJHB6246578,Harrison,Borde,30-06-1949,Male,"745, Bawa, Ville Sarkar Nagar, Guntur, Haryana",658927,1990,2014,XXXX-XXXX-8346
MPTXT4343386,Zaid,Agate,28-07-1945,Male,"381, Kaur Marg, Ville Kar Nagar, Dharmavaram, Uttar Pradesh",148946,1996,2024,XXXX-XXXX-2273
HRDVJ0004876,Owen,Kota,29-12-1999,Male,"478, Chawla Chowk, Ville Krishnan Nagar, Bokaro, Assam",513457,2018,2024,XXXX-XXXX-2704
APTEM8973820,Kashish,Salvi,06-11-1948,Male,"781, Dalal Circle, Ville Balay Nagar, Moradabad, Jharkhand",273883,2014,Never Voted,XXXX-XXXX-4407
MHZPJ8457882,Dalaja,Chopra,23-10-1994,Male,"263, Borde Nagar, Ville Dubey Nagar, Kollam, Haryana",409600,2022,2024,XXXX-XXXX-8005
BRTUY9534306,Abdul,Bedi,28-05-1953,Female,"343, Dada Zila, Ville Lata Nagar, Parbhani, Bihar",563769,1995,2014,XXXX-XXXX-4007
WBNDJ0212731,Hemani,Sen,18-08-1886,Male,"543, Krish Path, Ville Memon Nagar, Kollam, Manipur",604999,1957,1999,XXXX-XXXX-9226
UPYAY3020468,Ria,Gill,27-12-2004,Female,"27, Natt Path, Ville Karnik Nagar, Kota, Mizoram",473376,2024,2024,XXXX-XXXX-2773
UPMZR9570944,Gagan,Bansal,26-04-1937,Male,"755, Bala Zila, Ville Natarajan Nagar, Vellore, Uttar Pradesh",776452,1981,Never Voted,XXXX-XXXX-2653
HRUPQ5472628,Aadhya,Mutti,11-06-1955,Male,"741, Desai Ganj, Ville Ravi Nagar, Guntur, Assam",591426,1984,2019,XXXX-XXXX-8435
APPDO9037337,Lopa,Dani,01-02-1951,Female,"51, Ahuja Circle, Ville Bath Nagar, Secunderabad, Mizoram",431158,2003,2024,XXXX-XXXX-2893
MHIFS3661147,Neelima,Kota,28-04-1989,Female,"455, Sekhon Chowk, Ville Palan Nagar, Mango, Punjab",596860,2024,2024,XXXX-XXXX-6873
HRIVU8760926,Nicholas,Chahal,22-09-1958,Female,"146, Kota Road, Ville Hari Nagar, Tinsukia, Tamil Nadu",583457,1978,2014,XXXX-XXXX-8203
HRSRI4250135,Yashodhara,Bansal,28-03-1993,Male,"570, Ramaswamy Street, Ville Bhardwaj Nagar, Vellore, Assam",847758,2015,2019,XXXX-XXXX-8682
TNQQQ8914328,Jackson,Bedi,25-05-1947,Male,"284, Sunder Chowk, Ville Dash Nagar, Agra, Andhra Pradesh",634487,1994,1999,XXXX-XXXX-6744
MPNSH8369577,Indira,Setty,28-08-1981,Male,"28, Mohan Road, Ville Kashyap Nagar, Nellore, Karnataka",826952,2025,Never Voted,XXXX-XXXX-0457
HRNEY8735414,Madhavi,Soman,17-08-1998,Female,"806, Chaudhry Road, Ville Buch Nagar, Muzaffarnagar, Mizoram",755990,2023,2024,XXXX-XXXX-6502
APVLP2479594,Watika,Kapadia,17-01-2004,Female,"157, Naik Marg, Ville Lala Nagar, Ulhasnagar, Rajasthan",740523,2024,2024,XXXX-XXXX-7707
RJUPA0372728,Adya,Verma,22-07-1960,Female,"785, Seshadri Nagar, Ville Sengupta Nagar, Vadodara, Gujarat",756188,2006,2014,XXXX-XXXX-1105
KLHXN7888218,Charles,Buch,23-07-1983,Female,"776, Rattan Chowk, Ville Ramesh Nagar, Panchkula, Tamil Nadu",819742,2019,2019,XXXX-XXXX-6790
UPCNY7695106,Omkaar,Basu,10-01-1973,Female,"902, Anne Circle, Ville Garg Nagar, Dehradun, Goa",312182,2022,2024,XXXX-XXXX-8074
MPGJU0942628,Karan,Mani,14-10-1944,Female,"879, Sundaram Chowk, Ville Balakrishnan Nagar, Kozhikode, Jharkhand",103500,1981,2004,XXXX-XXXX-1447
APQKY5192981,Christopher,Kibe,03-06-1994,Male,"836, Chacko Road, Ville Kaul Nagar, Nellore, Uttarakhand",255166,2019,2024,XXXX-XXXX-1179
HRLJC3753057,Jyoti,Bhatt,03-02-1947,Female,"503, Sura Street, Ville Mammen Nagar, Hapur, Haryana",307230,2009,2024,XXXX-XXXX-1274
WBBHG2800820,Aradhana,Sampath,16-11-1975,Female,"968, Balay Ganj, Ville Oak Nagar, Hosur, Telangana",230994,2024,2024,XXXX-XXXX-1081
